Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001507,Male,Yes,0,Graduate,No,7.900636613018005,7.618251097876695,4.812184355372417,5.8888779583328805,1.0,Semiurban,Y
LP001508,Male,Yes,2,Graduate,No,9.3722891389622,0.0,5.236441962829949,5.198497031265826,1.0,Urban,Y
LP001514,Female,Yes,0,Graduate,No,7.754052639035757,8.408939605975984,4.61512051684126,5.8888779583328805,1.0,Semiurban,Y
LP001516,Female,Yes,2,Graduate,No,9.60689927061335,0.0,4.2626798770413155,5.8888779583328805,1.0,Urban,Y
LP001518,Male,Yes,1,Graduate,No,7.338888133838879,7.262628600974241,3.4339872044851463,5.8888779583328805,1.0,Urban,Y
LP001519,Female,No,0,Graduate,No,9.210440366976517,7.418780882750794,5.420534999272286,5.8888779583328805,1.0,Rural,N
LP001520,Male,Yes,0,Graduate,No,8.488999457045455,6.7226297948554485,4.836281906951478,5.8888779583328805,1.0,Semiurban,Y
LP001528,Male,No,0,Graduate,No,8.744806737401898,0.0,4.77912349311153,5.8888779583328805,0.0,Rural,N
LP001529,Male,Yes,0,Graduate,Yes,7.8547691834991324,8.229777750081887,5.030437921392435,5.8888779583328805,1.0,Rural,Y
LP001531,Male,No,0,Graduate,No,9.123365357961776,0.0,5.501258210544727,5.8888779583328805,1.0,Urban,N
LP001532,Male,Yes,2,Not Graduate,No,7.732807530422021,0.0,4.736198448394496,5.8888779583328805,1.0,Rural,N
LP001535,Male,No,0,Graduate,No,8.08794755464267,0.0,3.9318256327243257,5.8888779583328805,1.0,Urban,Y
LP001536,Male,Yes,3+,Graduate,No,10.596634733096073,0.0,6.398594934535208,5.198497031265826,0.0,Semiurban,Y
LP001543,Male,Yes,1,Graduate,No,9.163143937145207,0.0,5.236441962829949,5.8888779583328805,1.0,Urban,Y
LP001552,Male,Yes,0,Graduate,No,8.430327258394575,8.635153989049803,5.545177444479562,5.8888779583328805,1.0,Semiurban,Y
LP001560,Male,Yes,0,Not Graduate,No,7.530479995245536,6.948897222313312,4.59511985013459,5.8888779583328805,1.0,Semiurban,Y
LP001562,Male,Yes,0,Graduate,No,8.978912601074276,0.0,5.62040086571715,5.8888779583328805,1.0,Urban,N
LP001565,Male,Yes,1,Graduate,No,8.035926369891792,7.155396301896734,4.804021044733257,5.8888779583328805,0.0,Semiurban,N
LP001570,Male,Yes,2,Graduate,No,8.335191583433202,7.277938572945661,5.0689042022202315,5.8888779583328805,1.0,Rural,Y
LP001572,Male,Yes,0,Graduate,No,9.140347000155648,0.0,4.330733340286331,5.198497031265826,1.0,Urban,Y
LP001577,Female,Yes,0,Graduate,No,8.430327258394575,0.0,4.727387818712341,5.8888779583328805,1.0,Rural,N
LP001578,Male,Yes,0,Graduate,No,7.799753318287247,8.111928063310739,4.867534450455582,5.8888779583328805,1.0,Rural,Y
LP001579,Male,No,0,Graduate,No,7.71333788887187,0.0,4.1588830833596715,6.175867270105761,0.0,Semiurban,N
LP001580,Male,Yes,2,Graduate,No,8.987321812850125,0.0,5.303304908059076,5.8888779583328805,1.0,Semiurban,Y
LP001586,Male,Yes,3+,Not Graduate,No,8.167068178341237,0.0,4.406719247264253,5.198497031265826,1.0,Rural,N
LP001594,Male,Yes,0,Graduate,No,8.64979915596426,8.635153989049803,5.236441962829949,5.8888779583328805,1.0,Semiurban,Y
LP001603,Male,Yes,0,Not Graduate,Yes,8.376781037699493,6.602587892189336,4.477336814478207,5.8888779583328805,1.0,Semiurban,N
LP001606,Male,Yes,0,Graduate,No,8.159946655578548,7.583247524303362,4.762173934797756,5.8888779583328805,1.0,Rural,Y
LP001608,Male,Yes,2,Graduate,No,7.6236419465115715,7.3901814282264295,4.624972813284271,5.8888779583328805,1.0,Rural,Y
LP001610,Male,Yes,3+,Graduate,No,8.61558951327243,9.332646496360152,6.206575926724928,5.8888779583328805,0.0,Semiurban,N
LP001616,Male,Yes,1,Graduate,No,8.229777750081887,0.0,4.762173934797756,5.8888779583328805,1.0,Semiurban,Y
LP001630,Male,No,0,Not Graduate,No,7.755338812846501,7.280697195384741,4.634728988229636,6.175867270105761,0.0,Urban,N
LP001633,Male,Yes,1,Graduate,No,8.764209507142004,8.888894669371593,5.198497031265826,5.8888779583328805,0.0,Urban,N
LP001636,Male,Yes,0,Graduate,No,8.434028950155469,0.0,4.30406509320417,5.198497031265826,1.0,Semiurban,Y
LP001637,Male,Yes,1,Graduate,No,10.429605648120413,0.0,5.564520407322694,5.8888779583328805,1.0,Semiurban,N
LP001639,Female,Yes,0,Graduate,No,8.195885391314796,0.0,4.6913478822291435,5.8888779583328805,1.0,Semiurban,Y
LP001640,Male,Yes,0,Graduate,Yes,10.57510461454571,8.46611040118692,4.795790545596741,5.8888779583328805,1.0,Semiurban,Y
LP001641,Male,Yes,1,Graduate,Yes,7.68662133494462,0.0,4.204692619390966,5.707110264748875,0.0,Rural,N
LP001647,Male,Yes,0,Graduate,No,9.140883106960962,0.0,5.241747015059643,5.198497031265826,1.0,Rural,Y
LP001653,Male,No,0,Not Graduate,No,8.494129251817686,0.0,3.8918202981106265,5.8888779583328805,1.0,Rural,Y
LP001656,Male,No,0,Graduate,No,9.392745258631441,0.0,5.10594547390058,5.8888779583328805,1.0,Semiurban,N
LP001657,Male,Yes,0,Not Graduate,No,8.705165419719007,0.0,5.081404364984463,5.8888779583328805,1.0,Urban,N
LP001658,Male,No,0,Graduate,No,8.258163361537619,0.0,4.343805421853684,5.8888779583328805,1.0,Semiurban,Y
LP001664,Male,No,0,Graduate,No,8.340933226000878,0.0,4.795790545596741,5.8888779583328805,1.0,Rural,Y
LP001665,Male,Yes,1,Graduate,No,8.047509510981422,7.857093864902493,5.14166355650266,5.8888779583328805,1.0,Semiurban,N
LP001666,Male,No,0,Graduate,No,9.0280988119824,8.229777750081887,5.236441962829949,5.8888779583328805,1.0,Rural,Y
LP001673,Male,No,0,Graduate,Yes,9.305741456739435,0.0,4.430816798843313,5.8888779583328805,1.0,Urban,N
LP001674,Male,Yes,1,Not Graduate,No,7.8636512654486515,7.824445930877619,4.51085950651685,5.8888779583328805,1.0,Semiurban,Y
LP001677,Male,No,2,Graduate,No,8.501876487304344,0.0,5.117993812416755,5.8888779583328805,0.0,Semiurban,Y
LP001688,Male,Yes,1,Not Graduate,No,8.160803920954665,6.988413181999592,4.912654885736052,5.8888779583328805,1.0,Urban,Y
LP001691,Male,Yes,2,Not Graduate,No,8.273336598504486,0.0,4.8283137373023015,5.8888779583328805,1.0,Semiurban,Y
LP001692,Female,No,0,Not Graduate,No,8.391403185357937,0.0,4.795790545596741,5.8888779583328805,1.0,Semiurban,Y
LP001693,Female,No,0,Graduate,No,8.08487062913819,0.0,4.394449154672439,5.8888779583328805,1.0,Urban,Y
LP001698,Male,No,0,Not Graduate,No,8.288031567776464,7.836764783264067,4.02535169073515,5.8888779583328805,1.0,Rural,Y
LP001699,Male,No,0,Graduate,No,7.8160138391590275,0.0,4.0943445622221,5.8888779583328805,1.0,Urban,Y
LP001702,Male,No,0,Graduate,No,8.137103389639302,0.0,4.852030263919617,5.8888779583328805,1.0,Semiurban,N
LP001708,Female,No,0,Graduate,No,9.210440366976517,0.0,5.3706380281276624,5.8888779583328805,1.0,Semiurban,N
LP001711,Male,Yes,3+,Graduate,No,8.14060704285845,7.1316985104669115,4.859812404361672,5.8888779583328805,0.0,Semiurban,N
LP001713,Male,Yes,1,Graduate,Yes,8.960339366492091,0.0,5.484796933490655,5.8888779583328805,1.0,Urban,Y
LP001715,Male,Yes,3+,Not Graduate,Yes,8.648922962094131,0.0,4.875197323201151,5.8888779583328805,1.0,Rural,Y
LP001716,Male,Yes,0,Graduate,No,8.062747901086354,8.013674142832684,4.927253685157205,5.8888779583328805,1.0,Urban,Y
LP001720,Male,Yes,3+,Not Graduate,No,8.25608813381491,6.891625897052253,4.61512051684126,5.8888779583328805,1.0,Semiurban,Y
LP001722,Male,Yes,0,Graduate,No,5.017279836814924,7.496097345175956,4.912654885736052,5.8888779583328805,1.0,Rural,N
LP001726,Male,Yes,0,Graduate,No,8.223627175805483,7.4821189235521155,4.882801922586371,5.8888779583328805,1.0,Semiurban,Y
LP001736,Male,Yes,0,Graduate,No,7.706162970199576,0.0,4.110873864173311,5.8888779583328805,0.0,Urban,N
LP001743,Male,Yes,2,Graduate,No,8.296546520300614,7.4489161025442,4.762173934797756,5.8888779583328805,1.0,Semiurban,Y
LP001744,Male,No,0,Graduate,No,7.99699040583765,7.934513463882263,4.976733742420574,5.8888779583328805,1.0,Semiurban,Y
LP001750,Male,Yes,0,Graduate,No,8.740496729931813,0.0,4.859812404361672,5.8888779583328805,1.0,Semiurban,Y
LP001751,Male,Yes,0,Graduate,No,8.086717920303906,0.0,5.14166355650266,5.8888779583328805,1.0,Rural,N
LP001758,Male,Yes,2,Graduate,No,8.740496729931813,7.4360278163518485,5.351858133476067,5.8888779583328805,1.0,Semiurban,Y
LP001761,Male,No,0,Graduate,Yes,8.764209507142004,0.0,5.303304908059076,5.8888779583328805,1.0,Rural,Y
LP001765,Male,Yes,1,Graduate,No,7.820840879907344,7.628031126930335,4.653960350157523,5.8888779583328805,1.0,Semiurban,Y
LP001776,Female,No,0,Graduate,No,9.0280988119824,0.0,5.638354669333745,5.8888779583328805,1.0,Semiurban,Y
LP001778,Male,Yes,1,Graduate,No,8.057060681965766,7.484368643286131,4.948759890378168,5.8888779583328805,1.0,Semiurban,Y
LP001784,Male,Yes,1,Graduate,No,8.612685172875459,7.13966033596492,5.14166355650266,5.8888779583328805,1.0,Rural,Y
LP001790,Female,No,1,Graduate,No,8.246171559857563,0.0,4.727387818712341,5.8888779583328805,1.0,Rural,Y
LP001792,Male,Yes,1,Graduate,No,8.106514516255185,0.0,4.574710978503383,5.8888779583328805,1.0,Semiurban,Y
LP001798,Male,Yes,2,Graduate,No,8.669055540725484,8.517393171418904,4.795790545596741,5.8888779583328805,1.0,Rural,Y
LP001800,Male,Yes,1,Not Graduate,No,7.828436359157585,7.592870287844818,4.948759890378168,5.198497031265826,1.0,Urban,N
LP001806,Male,No,0,Graduate,No,7.994969522697877,8.648572269472618,5.049856007249537,4.110873864173311,1.0,Urban,Y
LP001807,Male,Yes,2,Graduate,Yes,8.740496729931813,7.170888478512505,4.6913478822291435,5.8888779583328805,1.0,Rural,Y
LP001811,Male,Yes,0,Not Graduate,No,8.133587417660966,8.393442383980062,4.820281565605037,5.8888779583328805,1.0,Semiurban,Y
LP001813,Male,No,0,Graduate,Yes,8.707978826622321,8.374246182096304,4.795790545596741,5.198497031265826,1.0,Urban,N
LP001814,Male,Yes,2,Graduate,No,9.180293450623886,0.0,4.727387818712341,5.8888779583328805,1.0,Urban,Y
LP001819,Male,Yes,1,Not Graduate,No,8.796187635470453,0.0,4.927253685157205,5.198497031265826,1.0,Urban,Y
LP001824,Male,Yes,1,Graduate,No,7.9665866976384025,7.519692404116539,4.820281565605037,6.175867270105761,1.0,Semiurban,Y
LP001825,Male,Yes,0,Graduate,No,7.501082124259871,7.533158807455563,4.51085950651685,5.8888779583328805,1.0,Urban,Y
LP001835,Male,Yes,0,Not Graduate,No,7.419979923661835,8.266421472984554,5.308267697401205,5.8888779583328805,0.0,Semiurban,N
LP001836,Female,No,2,Graduate,No,8.13973227971767,0.0,4.9344739331306915,5.8888779583328805,1.0,Urban,N
LP001841,Male,No,0,Not Graduate,Yes,7.857093864902493,7.681560362559537,4.653960350157523,5.8888779583328805,1.0,Rural,Y
LP001843,Male,Yes,1,Not Graduate,No,7.8868329989550565,8.868131713503033,5.634789603169249,5.198497031265826,1.0,Semiurban,Y
LP001844,Male,No,0,Graduate,Yes,9.69590972432601,0.0,5.262690188904886,5.8888779583328805,0.0,Urban,N
LP001846,Female,No,3+,Graduate,No,8.03398273468322,0.0,5.545177444479562,5.8888779583328805,1.0,Rural,Y
LP001849,Male,No,0,Not Graduate,No,8.707152175339404,0.0,4.7535901911063645,5.8888779583328805,0.0,Rural,N
LP001854,Male,Yes,3+,Graduate,No,8.566173813637858,0.0,4.553876891600541,5.8888779583328805,1.0,Urban,N
LP001859,Male,Yes,0,Graduate,No,9.594513744616725,7.650168700845001,5.720311776607412,5.8888779583328805,1.0,Rural,N
LP001868,Male,No,0,Graduate,No,7.630946580890459,7.700747794511798,4.90527477843843,5.8888779583328805,1.0,Semiurban,Y
LP001870,Female,No,1,Graduate,No,8.155362120328135,0.0,5.049856007249537,3.6109179126442243,1.0,Semiurban,N
LP001871,Female,No,0,Graduate,No,8.881975184248867,0.0,4.795790545596741,5.8888779583328805,1.0,Rural,Y
LP001872,Male,No,0,Graduate,Yes,8.550047528287184,0.0,4.859812404361672,5.8888779583328805,1.0,Semiurban,Y
LP001875,Male,No,0,Graduate,No,8.317766166719343,8.145549631783584,5.0238805208462765,5.8888779583328805,1.0,Rural,Y
LP001877,Male,Yes,2,Graduate,No,8.457230850243555,7.23561914106675,5.017279836814924,5.8888779583328805,1.0,Semiurban,Y
LP001882,Male,Yes,3+,Graduate,No,8.374246182096304,7.502186486602924,5.081404364984463,5.8888779583328805,0.0,Urban,Y
LP001884,Female,No,1,Graduate,No,7.964503363551548,7.353081920515432,4.51085950651685,5.8888779583328805,1.0,Urban,Y
LP001888,Female,No,0,Graduate,No,8.08271113423758,0.0,3.4339872044851463,5.8888779583328805,1.0,Urban,Y
LP001891,Male,Yes,0,Graduate,No,9.318925682389624,0.0,4.919980925828125,5.8888779583328805,1.0,Urban,Y
LP001892,Male,No,0,Graduate,No,7.949444420250626,7.527255919373784,4.844187086458591,5.8888779583328805,1.0,Rural,Y
LP001894,Male,Yes,0,Graduate,No,7.8713112033234065,7.707062655370473,5.017279836814924,5.8888779583328805,1.0,Semiurban,Y
